raw_gps_input_alt_m	raw_gps_input_fix_type	raw_gps_input_lat	raw_gps_input_lon	syn_outputs_optical_flow_gps_port_six_parameters_altitude_m	syn_outputs_optical_flow_gps_port_six_parameters_course_deg	syn_outputs_optical_flow_gps_port_six_parameters_fix_type	syn_outputs_optical_flow_gps_port_six_parameters_hdop	syn_outputs_optical_flow_gps_port_six_parameters_heading_deg	syn_outputs_optical_flow_gps_port_six_parameters_horizontal_accuracy_m	syn_outputs_optical_flow_gps_port_six_parameters_latitude	syn_outputs_optical_flow_gps_port_six_parameters_longitude	syn_outputs_optical_flow_gps_port_six_parameters_pdop	syn_outputs_optical_flow_gps_port_six_parameters_satellites	syn_outputs_optical_flow_gps_port_six_parameters_speed_accuracy_mps	syn_outputs_optical_flow_gps_port_six_parameters_timestamp	syn_outputs_vo_gps_port_six_parameters_altitude_m	syn_outputs_vo_gps_port_six_parameters_course_deg	syn_outputs_vo_gps_port_six_parameters_fix_type	syn_outputs_vo_gps_port_six_parameters_hdop	syn_outputs_vo_gps_port_six_parameters_heading_deg	syn_outputs_vo_gps_port_six_parameters_horizontal_accuracy_m	syn_outputs_vo_gps_port_six_parameters_latitude	syn_outputs_vo_gps_port_six_parameters_longitude	syn_outputs_vo_gps_port_six_parameters_pdop	syn_outputs_vo_gps_port_six_parameters_satellites	syn_outputs_vo_gps_port_six_parameters_speed_accuracy_mps	syn_outputs_vo_gps_port_six_parameters_timestamp	syn_outputs_vo_gps_port_six_parameters_ubx_message_hex	syn_outputs_vo_gps_port_six_parameters_vdop	syn_outputs_vo_gps_port_six_parameters_velocity_down_mps	syn_outputs_vo_gps_port_six_parameters_velocity_east_mps	syn_outputs_vo_gps_port_six_parameters_velocity_north_mps	syn_outputs_vo_gps_port_six_parameters_vertical_accuracy_m
932.5	3	12.88779433	77.64298967	958.2404463	190.7238096	3	0.7	190.7238096	0.5	12.8878486	77.64296298	0.7	20	1	2026-03-07T12:47:34.439606Z	961.2224511	125.190706	3	1.3	190.7238096	0.5	12.88748291	77.64324427	1.3	10	0.5	1772887654		1.3	0	0.776789571	-0.547776079	0.1
932.5	3	12.8877945	77.64298967	958.2084463	190.7238096	3	0.7	190.7238096	0.5	12.8878528	77.6429619	0.7	20	1	2026-03-07T12:47:34.837491Z	961.0842344	134.4533028	3	1.3	190.7238096	0.5	12.88747714	77.6432503	1.3	10	0.5	1772887655		1.3	0	0.839356327	-0.823489526	0.1
932.5	3	12.8877945	77.64298967	958.2204463	190.7238096	3	0.7	190.7238096	0.5	12.8878528	77.6429619	0.7	20	1	2026-03-07T12:47:35.000511Z	961.2424114	120.2829256	3	1.3	190.7238096	0.5	12.88747229	77.64325883	1.3	10	0.5	1772887655		1.3	0	2.58665997	-1.510488175	0.1
932.5	3	12.8877945	77.64298967	958.2434463	190.7238096	3	0.7	190.7238096	0.5	12.88785733	77.64296074	0.7	20	1	2026-03-07T12:47:35.444582Z	961.1269087	120.0768692	3	1.3	190.7238096	0.5	12.88746914	77.64326441	1.3	10	0.5	1772887655		1.3	0	0.704651201	-0.408092038	0.1
932.5	3	12.8877945	77.64298967	958.2454463	190.7238096	3	0.7	190.7238096	0.5	12.88786164	77.64295963	0.7	20	1	2026-03-07T12:47:35.830400Z	961.3065405	124.6130722	3	1.3	190.7238096	0.5	12.88746444	77.64327139	1.3	10	0.5	1772887656		1.3	0	0.946398987	-0.653195661	0.1
932.5	3	12.88779467	77.64298967	958.1554463	190.7238096	3	0.7	190.7238096	0.5	12.88786164	77.64295963	0.7	20	1	2026-03-07T12:47:36.232295Z	961.2155239	123.0116479	3	1.3	190.7238096	0.5	12.88746013	77.64327819	1.3	10	0.5	1772887656		1.3	0	0.941135787	-0.611452778	0.1
932.5	3	12.88779467	77.64298967	958.2214463	190.7238096	3	0.7	190.7238096	0.5	12.88786585	77.64295855	0.7	20	1	2026-03-07T12:47:36.637581Z	961.1823768	118.7092533	3	1.3	190.7238096	0.5	12.8874579	77.64328238	1.3	10	0.5	1772887657		1.3	0	0.563219588	-0.308471952	0.1
932.5	3	12.88779483	77.64298967	958.2444463	190.7238096	3	0.7	190.7238096	0.5	12.88786779	77.64295806	0.7	20	1	2026-03-07T12:47:36.800545Z	961.2747562	150.6891094	3	1.3	190.7238096	0.5	12.88745036	77.64328672	1.3	10	0.5	1772887657		1.3	0	1.381512313	-2.460729917	0.1
932.5	3	12.88779483	77.64298967	958.1774463	190.7238096	3	0.7	190.7238096	0.5	12.88787231	77.64295689	0.7	20	1	2026-03-07T12:47:37.230119Z	961.4216289	115.4726133	3	1.3	190.7238096	0.5	12.88744575	77.64329666	1.3	10	0.5	1772887657		1.3	0	1.278133736	-0.608888766	0.1
932.5	3	12.88779483	77.64298967	958.1734463	190.7238096	3	0.7	190.7238096	0.5	12.88787447	77.64295634	0.7	20	1	2026-03-07T12:47:37.405811Z	961.2375213	136.2095115	3	1.3	190.7238096	0.5	12.88743825	77.64330402	1.3	10	0.5	1772887657		1.3	0	2.153056446	-2.245932721	0.1
932.5	3	12.887795	77.64298967	958.2514463	190.7238096	3	0.7	190.7238096	0.5	12.88787447	77.64295634	0.7	20	1	2026-03-07T12:47:37.597940Z	961.312951	132.8852826	3	1.3	190.7238096	0.5	12.88743012	77.64331301	1.3	10	0.5	1772887658		1.3	0	2.494042364	-2.316413631	0.1
932.5	3	12.887795	77.64298967	958.1824463	190.7238096	3	0.7	190.7238096	0.5	12.88787314	77.64295579	0.7	20	1	2026-03-07T12:47:37.792535Z	961.262043	135.637347	3	1.3	190.7238096	0.5	12.88742286	77.64332029	1.3	10	0.5	1772887658		1.3	0	1.982850595	-2.027462366	0.1
932.5	3	12.887795	77.64298967	958.2874463	190.7238096	3	0.7	190.7238096	0.5	12.8878753	77.64295524	0.7	20	1	2026-03-07T12:47:38.039548Z	961.5544713	126.9515801	3	1.3	190.7238096	0.5	12.88741732	77.64332785	1.3	10	0.5	1772887658		1.3	0	1.984604297	-1.492878751	0.1
932.5	3	12.887795	77.64298967	958.2044463	190.7238096	3	0.7	190.7238096	0.5	12.88787745	77.64295468	0.7	20	1	2026-03-07T12:47:38.187958Z	961.6509266	131.5513615	3	1.3	190.7238096	0.5	12.88741199	77.64333402	1.3	10	0.5	1772887658		1.3	0	1.743294049	-1.545124449	0.1
932.6	3	12.88779517	77.64298967	958.1744463	190.7238096	3	0.7	190.7238096	0.5	12.88787923	77.6429541	0.7	20	1	2026-03-07T12:47:38.404512Z	961.5289006	137.2433474	3	1.3	190.7238096	0.5	12.88740759	77.64333819	1.3	10	0.5	1772887658		1.3	0	1.11942388	-1.210703881	0.1
932.6	3	12.88779517	77.64298967	958.2044463	190.7238096	3	0.7	190.7238096	0.5	12.88788139	77.64295355	0.7	20	1	2026-03-07T12:47:38.600651Z	961.4886457	155.78318	3	1.3	190.7238096	0.5	12.88740342	77.64334011	1.3	10	0.5	1772887659		1.3	0	0.525554068	-1.16849328	0.1
932.6	3	12.88779517	77.64298967	958.1624463	190.7238096	3	0.7	190.7238096	0.5	12.88787934	77.64295302	0.7	20	1	2026-03-07T12:47:38.809873Z	961.2447519	141.0371494	3	1.3	190.7238096	0.5	12.88740011	77.64334286	1.3	10	0.5	1772887659		1.3	0	0.741046282	-0.916330115	0.1
932.6	3	12.88779517	77.64298967	958.2224463	190.7238096	3	0.7	190.7238096	0.5	12.8878816	77.64295244	0.7	20	1	2026-03-07T12:47:39.000927Z	961.4643745	157.563574	3	1.3	190.7238096	0.5	12.88739819	77.64334367	1.3	10	0.5	1772887659		1.3	0	0.216540949	-0.524421161	0.1
932.6	3	12.88779517	77.64298983	958.2624463	190.7238096	3	0.7	190.7238096	0.5	12.8878816	77.64295244	0.7	20	1	2026-03-07T12:47:39.204384Z	961.4933816	89.5529903	3	1.3	190.7238096	0.5	12.88739822	77.64334695	1.3	10	0.5	1772887659		1.3	0	0.881355058	0.006876288	0.1
932.6	3	12.88779517	77.64298983	958.1504463	190.7238096	3	0.7	190.7238096	0.5	12.88788581	77.64295137	0.7	20	1	2026-03-07T12:47:39.642607Z	961.4071864	141.3403136	3	1.3	190.7238096	0.5	12.88738996	77.64335373	1.3	10	0.5	1772887660		1.3	0	0.879771372	-1.09971901	0.1
932.6	3	12.88779517	77.64298983	958.1914463	190.7238096	3	0.7	190.7238096	0.5	12.88788648	77.64295079	0.7	20	1	2026-03-07T12:47:39.799896Z	961.6406714	143.7988781	3	1.3	190.7238096	0.5	12.88738028	77.643361	1.3	10	0.5	1772887660		1.3	0	2.136058128	-2.918433412	0.1
932.6	3	12.88779517	77.64298983	958.2464463	190.7238096	3	0.7	190.7238096	0.5	12.88788569	77.64295026	0.7	20	1	2026-03-07T12:47:40.001312Z	961.515046	155.6229376	3	1.3	190.7238096	0.5	12.8873719	77.64336489	1.3	10	0.5	1772887660		1.3	0	1.093022858	-2.412121879	0.1
932.6	3	12.88779517	77.64298983	958.2614463	190.7238096	3	0.7	190.7238096	0.5	12.88788785	77.64294971	0.7	20	1	2026-03-07T12:47:40.209384Z	961.5772081	121.8570651	3	1.3	190.7238096	0.5	12.88736843	77.64337062	1.3	10	0.5	1772887660		1.3	0	1.493243568	-0.927910484	0.1
932.6	3	12.88779517	77.64298983	958.1844463	190.7238096	3	0.7	190.7238096	0.5	12.88789011	77.64294913	0.7	20	1	2026-03-07T12:47:40.411136Z	961.573656	132.5252948	3	1.3	190.7238096	0.5	12.88736445	77.64337507	1.3	10	0.5	1772887660		1.3	0	1.246510844	-1.143229532	0.1
932.6	3	12.88779517	77.64298983	958.1574463	190.7238096	3	0.7	190.7238096	0.5	12.88789216	77.6429486	0.7	20	1	2026-03-07T12:47:40.595971Z	961.6227939	149.073178	3	1.3	190.7238096	0.5	12.88735807	77.64337899	1.3	10	0.5	1772887661		1.3	0	1.083940177	-1.809209483	0.1
932.7	3	12.88779517	77.64298983	958.2094463	190.7238096	3	0.7	190.7238096	0.5	12.88789421	77.64294808	0.7	20	1	2026-03-07T12:47:40.799587Z	961.8317805	177.4397548	3	1.3	190.7238096	0.5	12.88735115	77.64337931	1.3	10	0.5	1772887661		1.3	0	0.086685948	-1.938655256	0.1
932.7	3	12.88779517	77.64298983	958.2314463	190.7238096	3	0.7	190.7238096	0.5	12.88789647	77.6429475	0.7	20	1	2026-03-07T12:47:40.998484Z	961.4505162	153.8352708	3	1.3	190.7238096	0.5	12.88734643	77.64338169	1.3	10	0.5	1772887661		1.3	0	0.647881049	-1.318716754	0.1
932.7	3	12.88779533	77.64298983	958.1854463	190.7238096	3	0.7	190.7238096	0.5	12.88789874	77.64294691	0.7	20	1	2026-03-07T12:47:41.191084Z	961.4077656	173.6756192	3	1.3	190.7238096	0.5	12.88734209	77.64338219	1.3	10	0.5	1772887661		1.3	0	0.133375876	-1.203408438	0.1
932.7	3	12.8877955	77.64298983	958.1854463	190.7238096	3	0.7	190.7238096	0.5	12.88789874	77.64294691	0.7	20	1	2026-03-07T12:47:41.191084Z	961.5771873	113.1538199	3	1.3	190.7238096	0.5	12.88733642	77.64339579	1.3	10	0.5	1772887662		1.3	0	0.718413535	-0.307227266	0.1
932.7	3	12.8877955	77.64298983	958.2614463	190.7238096	3	0.7	190.7238096	0.5	12.88790089	77.64294636	0.7	20	1	2026-03-07T12:47:42.402985Z	961.8161587	110.5376379	3	1.3	190.7238096	0.5	12.88732942	77.64341496	1.3	10	0.5	1772887662		1.3	0	5.836803033	-2.186662517	0.1
932.7	3	12.8877955	77.64298983	958.1934463	190.7238096	3	0.7	190.7238096	0.5	12.88790089	77.64294636	0.7	20	1	2026-03-07T12:47:42.824740Z	961.5041689	106.3939423	3	1.3	190.7238096	0.5	12.88732485	77.64343089	1.3	10	0.5	1772887663		1.3	0	2.078374372	-0.611460077	0.1
932.7	3	12.8877955	77.64298983	958.1724463	190.7238096	3	0.7	190.7238096	0.5	12.88790089	77.64294636	0.7	20	1	2026-03-07T12:47:42.998744Z	961.5750627	125.4064927	3	1.3	190.7238096	0.5	12.88731739	77.64344166	1.3	10	0.5	1772887663		1.3	0	3.173566991	-2.255877959	0.1
932.7	3	12.8877955	77.64298983	958.2414463	190.7238096	3	0.7	190.7238096	0.5	12.88790089	77.64294636	0.7	20	1	2026-03-07T12:47:43.236852Z	961.7267565	140.2753772	3	1.3	190.7238096	0.5	12.88730896	77.64344884	1.3	10	0.5	1772887663		1.3	0	1.892239926	-2.277222047	0.1
932.7	3	12.8877955	77.64298983	958.2014463	190.7238096	3	0.7	190.7238096	0.5	12.88790089	77.64294636	0.7	20	1	2026-03-07T12:47:43.394966Z	961.581124	150.3623628	3	1.3	190.7238096	0.5	12.88730193	77.64345295	1.3	10	0.5	1772887663		1.3	0	1.172427605	-2.060692796	0.1
932.7	3	12.8877955	77.64298983	958.1744463	190.7238096	3	0.7	190.7238096	0.5	12.88790089	77.64294636	0.7	20	1	2026-03-07T12:47:43.839922Z	961.6210053	113.6193139	3	1.3	190.7238096	0.5	12.88729739	77.64346359	1.3	10	0.5	1772887664		1.3	0	1.349411147	-0.590085011	0.1
932.7	3	12.8877955	77.64298983	958.1524463	190.7238096	3	0.7	190.7238096	0.5	12.88790089	77.64294636	0.7	20	1	2026-03-07T12:47:44.240436Z	961.531251	118.3571192	3	1.3	190.7238096	0.5	12.88729122	77.64347533	1.3	10	0.5	1772887664		1.3	0	1.570954515	-0.847893107	0.1
932.8	3	12.8877955	77.64298983	958.2094463	190.7238096	3	0.7	190.7238096	0.5	12.8879051	77.64294528	0.7	20	1	2026-03-07T12:47:44.636324Z	961.5755301	140.203693	3	1.3	190.7238096	0.5	12.88728527	77.64348041	1.3	10	0.5	1772887665		1.3	0	0.691449371	-0.83001209	0.1
932.8	3	12.8877955	77.64298983	958.1724463	190.7238096	3	0.7	190.7238096	0.5	12.8879051	77.64294528	0.7	20	1	2026-03-07T12:47:44.809117Z	961.4714582	131.0507202	3	1.3	190.7238096	0.5	12.88728084	77.64348562	1.3	10	0.5	1772887665		1.3	0	1.644000803	-1.43166512	0.1
932.8	3	12.88779533	77.64298983	958.1764463	190.7238096	3	0.7	190.7238096	0.5	12.8879051	77.64294528	0.7	20	1	2026-03-07T12:47:45.240096Z	961.4648565	129.4361404	3	1.3	190.7238096	0.5	12.88727595	77.64349173	1.3	10	0.5	1772887665		1.3	0	0.783942166	-0.644765907	0.1
932.8	3	12.88779533	77.64298983	958.1914463	190.7238096	3	0.7	190.7238096	0.5	12.8879051	77.64294528	0.7	20	1	2026-03-07T12:47:45.645033Z	961.8193535	140.0663518	3	1.3	190.7238096	0.5	12.88726808	77.64349848	1.3	10	0.5	1772887666		1.3	0	0.910675974	-1.087857352	0.1
932.8	3	12.88779533	77.64298983	958.2104463	190.7238096	3	0.7	190.7238096	0.5	12.88790693	77.64294481	0.7	20	1	2026-03-07T12:47:45.802446Z	961.6095382	145.5829308	3	1.3	190.7238096	0.5	12.88726148	77.64350313	1.3	10	0.5	1772887666		1.3	0	1.411479617	-2.060097156	0.1
932.8	3	12.88779533	77.64299	958.1434463	190.7238096	3	0.7	190.7238096	0.5	12.88790693	77.64294481	0.7	20	1	2026-03-07T12:47:46.006317Z	961.677245	127.5850091	3	1.3	190.7238096	0.5	12.88725631	77.64351001	1.3	10	0.5	1772887666		1.3	0	1.844827041	-1.419939292	0.1
932.8	3	12.88779533	77.64299	958.1444463	190.7238096	3	0.7	190.7238096	0.5	12.88790693	77.64294481	0.7	20	1	2026-03-07T12:47:46.203952Z	961.4965188	140.0379309	3	1.3	190.7238096	0.5	12.88724682	77.64351817	1.3	10	0.5	1772887666		1.3	0	2.233118533	-2.664907918	0.1
932.8	3	12.8877955	77.64299	958.2364463	190.7238096	3	0.7	190.7238096	0.5	12.88790887	77.64294432	0.7	20	1	2026-03-07T12:47:46.403674Z	961.5527706	136.5068206	3	1.3	190.7238096	0.5	12.88723384	77.6435308	1.3	10	0.5	1772887666		1.3	0	3.472567071	-3.660194693	0.1
932.8	3	12.8877955	77.64299	958.1734463	190.7238096	3	0.7	190.7238096	0.5	12.88791113	77.64294374	0.7	20	1	2026-03-07T12:47:46.590250Z	961.6854076	142.3553809	3	1.3	190.7238096	0.5	12.88722188	77.64354026	1.3	10	0.5	1772887667		1.3	0	2.630372766	-3.410111854	0.1
932.9	3	12.8877955	77.64299	958.1264463	190.7238096	3	0.7	190.7238096	0.5	12.88791566	77.64294257	0.7	20	1	2026-03-07T12:47:47.049779Z	961.4716496	123.0681978	3	1.3	190.7238096	0.5	12.88721386	77.64355291	1.3	10	0.5	1772887667		1.3	0	1.589567201	-1.034969039	0.1
932.9	3	12.8877955	77.64299	958.1804463	190.7238096	3	0.7	190.7238096	0.5	12.88791566	77.64294257	0.7	20	1	2026-03-07T12:47:47.216816Z	961.9418896	141.3764907	3	1.3	190.7238096	0.5	12.88720426	77.64356078	1.3	10	0.5	1772887667		1.3	0	2.409392376	-3.015655069	0.1
932.9	3	12.88779567	77.64299	958.1304463	190.7238096	3	0.7	190.7238096	0.5	12.88791792	77.64294199	0.7	20	1	2026-03-07T12:47:47.406604Z	961.5479005	143.9897945	3	1.3	190.7238096	0.5	12.88719674	77.64356639	1.3	10	0.5	1772887667		1.3	0	1.534047896	-2.1106451	0.1
932.9	3	12.88779567	77.64298983	958.1674463	190.7238096	3	0.7	190.7238096	0.5	12.88792245	77.64294083	0.7	20	1	2026-03-07T12:47:47.832760Z	961.6711826	136.4291923	3	1.3	190.7238096	0.5	12.88718972	77.64357324	1.3	10	0.5	1772887668		1.3	0	0.886929926	-0.932318884	0.1
932.9	3	12.88779567	77.64298983	958.1764463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:47.999043Z	961.5639829	129.7982091	3	1.3	190.7238096	0.5	12.88718341	77.643581	1.3	10	0.5	1772887668		1.3	0	2.353500502	-1.960738067	0.1
932.9	3	12.88779567	77.64298983	958.1164463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:48.457261Z	961.7910673	127.3052263	3	1.3	190.7238096	0.5	12.88717414	77.64359349	1.3	10	0.5	1772887668		1.3	0	1.526506808	-1.163106622	0.1
932.9	3	12.88779567	77.64298983	958.2004463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:48.829933Z	961.5371065	135.8785039	3	1.3	190.7238096	0.5	12.88716261	77.64360495	1.3	10	0.5	1772887669		1.3	0	1.630748188	-1.681538756	0.1
932.9	3	12.88779567	77.64299	958.2064463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:49.025726Z	961.8111858	122.6884401	3	1.3	190.7238096	0.5	12.88715419	77.64361841	1.3	10	0.5	1772887669		1.3	0	4.00355902	-2.569098694	0.1
932.9	3	12.88779567	77.64299	958.0744463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:49.453189Z	961.6732416	117.669314	3	1.3	190.7238096	0.5	12.88714585	77.64363473	1.3	10	0.5	1772887669		1.3	0	2.091906176	-1.096846515	0.1
933	3	12.88779567	77.64298983	958.0844463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:49.850574Z	961.6890155	136.7178166	3	1.3	190.7238096	0.5	12.88713714	77.64364314	1.3	10	0.5	1772887670		1.3	0	1.143787849	-1.21451462	0.1
933	3	12.88779567	77.64298983	958.1324463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:50.235440Z	961.7502938	137.6472537	3	1.3	190.7238096	0.5	12.88712602	77.64365355	1.3	10	0.5	1772887670		1.3	0	1.442503029	-1.582361255	0.1
933	3	12.88779567	77.64298983	958.0634463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:50.420511Z	961.7564253	142.732948	3	1.3	190.7238096	0.5	12.88711551	77.64366175	1.3	10	0.5	1772887670		1.3	0	2.413476698	-3.171923259	0.1
933	3	12.88779567	77.64298983	958.1354463	190.7238096	3	0.7	190.7238096	0.5	12.88792439	77.64294033	0.7	20	1	2026-03-07T12:47:50.600194Z	961.7269263	163.0295701	3	1.3	190.7238096	0.5	12.88710581	77.64366479	1.3	10	0.5	1772887671		1.3	0	0.85415889	-2.798993573	0.1
933	3	12.88779567	77.64298983	958.0484463	190.7238096	3	0.7	190.7238096	0.5	12.88792666	77.64293975	0.7	20	1	2026-03-07T12:47:50.815318Z	961.6724435	165.4484259	3	1.3	190.7238096	0.5	12.88709699	77.64366713	1.3	10	0.5	1772887671		1.3	0	0.637373006	-2.455418557	0.1
933	3	12.88779567	77.64298983	958.0184463	190.7238096	3	0.7	190.7238096	0.5	12.88792666	77.64293975	0.7	20	1	2026-03-07T12:47:51.008080Z	961.808651	178.9819507	3	1.3	190.7238096	0.5	12.88709114	77.64366724	1.3	10	0.5	1772887671		1.3	0	0.028970419	-1.630282648	0.1
933	3	12.88779567	77.64298983	958.0874463	190.7238096	3	0.7	190.7238096	0.5	12.88792666	77.64293975	0.7	20	1	2026-03-07T12:47:51.433719Z	961.6380551	137.3522637	3	1.3	190.7238096	0.5	12.88708018	77.64367759	1.3	10	0.5	1772887671		1.3	0	1.332836419	-1.447027178	0.1
933	3	12.8877955	77.64299	958.0854463	190.7238096	3	0.7	190.7238096	0.5	12.88792849	77.64293928	0.7	20	1	2026-03-07T12:47:51.608384Z	961.7975696	143.5695121	3	1.3	190.7238096	0.5	12.88706907	77.64368601	1.3	10	0.5	1772887672		1.3	0	2.526967339	-3.42367947	0.1
933	3	12.8877955	77.64299	958.0324463	190.7238096	3	0.7	190.7238096	0.5	12.88792849	77.64293928	0.7	20	1	2026-03-07T12:47:51.799107Z	961.8068743	138.6719629	3	1.3	190.7238096	0.5	12.88706251	77.64369193	1.3	10	0.5	1772887672		1.3	0	1.610504728	-1.831390887	0.1
933.1	3	12.8877955	77.64299	957.9794463	190.7238096	3	0.7	190.7238096	0.5	12.88792612	77.64293868	0.7	20	1	2026-03-07T12:47:52.005413Z	961.7008693	148.5169418	3	1.3	190.7238096	0.5	12.88705656	77.64369566	1.3	10	0.5	1772887672		1.3	0	0.98490764	-1.608290456	0.1
933.1	3	12.8877955	77.64299	957.9664463	190.7238096	3	0.7	190.7238096	0.5	12.88792407	77.64293815	0.7	20	1	2026-03-07T12:47:52.196686Z	961.8049645	167.3328584	3	1.3	190.7238096	0.5	12.88705058	77.64369704	1.3	10	0.5	1772887672		1.3	0	0.386861328	-1.721241101	0.1
933.1	3	12.88779567	77.64299	957.9404463	190.7238096	3	0.7	190.7238096	0.5	12.88792441	77.64293763	0.7	20	1	2026-03-07T12:47:52.408126Z	961.6724435	173.7415152	3	1.3	190.7238096	0.5	12.8870476	77.64369738	1.3	10	0.5	1772887672		1.3	0	0.092206287	-0.840779063	0.1
933.1	3	12.88779567	77.64299	957.9584463	190.7238096	3	0.7	190.7238096	0.5	12.88792214	77.64293705	0.7	20	1	2026-03-07T12:47:52.605718Z	961.7558097	172.0877656	3	1.3	190.7238096	0.5	12.88704541	77.64369769	1.3	10	0.5	1772887673		1.3	0	0.083467414	-0.600575233	0.1
933.1	3	12.88779567	77.64299	957.9654463	190.7238096	3	0.7	190.7238096	0.5	12.88791988	77.64293646	0.7	20	1	2026-03-07T12:47:52.802986Z	961.6047935	180.6972531	3	1.3	190.7238096	0.5	12.88704172	77.64369764	1.3	10	0.5	1772887673		1.3	0	-0.012665659	-1.040731017	0.1
933.1	3	12.88779567	77.64299	957.9004463	190.7238096	3	0.7	190.7238096	0.5	12.88791876	77.64293597	0.7	20	1	2026-03-07T12:47:53.000979Z	961.7066552	183.7166241	3	1.3	190.7238096	0.5	12.88703978	77.64369751	1.3	10	0.5	1772887673		1.3	0	-0.034931352	-0.537749042	0.1
933.1	3	12.88779567	77.64299	957.9124463	190.7238096	3	0.7	190.7238096	0.5	12.88791761	77.64293546	0.7	20	1	2026-03-07T12:47:53.197799Z	961.7025096	159.6145266	3	1.3	190.7238096	0.5	12.88703945	77.64369764	1.3	10	0.5	1772887673		1.3	0	0.034675904	-0.093313103	0.1
933.2	3	12.88779567	77.64299017	957.9574463	190.7238096	3	0.7	190.7238096	0.5	12.88791735	77.64293491	0.7	20	1	2026-03-07T12:47:53.404970Z	961.4881275	121.1770028	3	1.3	190.7238096	0.5	12.88703924	77.643698	1.3	10	0.5	1772887673		1.3	0	0.096839622	-0.058595048	0.1
933.2	3	12.88779567	77.64299017	957.9394463	190.7238096	3	0.7	190.7238096	0.5	12.88791962	77.64293458	0.7	20	1	2026-03-07T12:47:53.634126Z	961.7611397	261.0903025	3	1.3	190.7238096	0.5	12.88703921	77.64369781	1.3	10	0.5	1772887674		1.3	0	-0.047747882	-0.007485399	0.1
933.2	3	12.88779567	77.64299	957.9544463	190.7238096	3	0.7	190.7238096	0.5	12.88792177	77.64293403	0.7	20	1	2026-03-07T12:47:53.808442Z	961.6283634		3	1.3	190.7238096	0.5	12.88703926	77.64369778	1.3	10	0.5	1772887674		1.3	0	-0.0083678	0.013801455	0.1
933.2	3	12.88779567	77.64299	957.9444463	190.7238096	3	0.7	190.7238096	0.5	12.88792376	77.64293352	0.7	20	1	2026-03-07T12:47:53.996248Z	961.7171774	199.3994108	3	1.3	190.7238096	0.5	12.88703905	77.64369771	1.3	10	0.5	1772887674		1.3	0	-0.020359757	-0.057816563	0.1
933.2	3	12.88779567	77.64299	957.9114463	190.7238096	3	0.7	190.7238096	0.5	12.88792602	77.64293294	0.7	20	1	2026-03-07T12:47:54.198796Z	961.6082057	213.3276209	3	1.3	190.7238096	0.5	12.88703884	77.64369757	1.3	10	0.5	1772887674		1.3	0	-0.038494688	-0.058541042	0.1
933.2	3	12.88779567	77.64299	957.9104463	190.7238096	3	0.7	190.7238096	0.5	12.88792796	77.64293265	0.7	20	1	2026-03-07T12:47:54.394867Z	961.6318951	152.7092159	3	1.3	190.7238096	0.5	12.88703853	77.64369773	1.3	10	0.5	1772887674		1.3	0	0.045572581	-0.088330115	0.1
933.2	3	12.88779583	77.64299	957.9204463	190.7238096	3	0.7	190.7238096	0.5	12.88793004	77.64293235	0.7	20	1	2026-03-07T12:47:54.607842Z	961.6733517	204.4502242	3	1.3	190.7238096	0.5	12.88703822	77.64369759	1.3	10	0.5	1772887675		1.3	0	-0.037766383	-0.083061915	0.1
933.2	3	12.88779583	77.64299	957.8904463	190.7238096	3	0.7	190.7238096	0.5	12.88793231	77.64293177	0.7	20	1	2026-03-07T12:47:54.805418Z	961.7929844	208.248929	3	1.3	190.7238096	0.5	12.88703771	77.64369731	1.3	10	0.5	1772887675		1.3	0	-0.076524374	-0.14242517	0.1
